omega,beta1,kappa,abs_X3,abs_X1,is_fold
8.437584509219159257e-01,2.889119746842210290e-01,1.228180166042848048e-01,3.757013632906700826e-26,7.330278111896534332e-01,0.000000000000000000e+00
8.371028704265981446e-01,2.889712575935433070e-01,1.188128588642120426e-01,7.849323243957365350e-26,7.202472822877977743e-01,0.000000000000000000e+00
8.303045036444084426e-01,2.890240554195381839e-01,1.148990460858495127e-01,6.809249579353029627e-26,7.075111145271099078e-01,0.000000000000000000e+00
8.233561613722161221e-01,2.890697243178987907e-01,1.110783949046144914e-01,2.872547722141310676e-25,6.948251787722264927e-01,0.000000000000000000e+00
8.162504411944938587e-01,2.891075554909895429e-01,1.073528265694966982e-01,1.583998260477816075e-25,6.821958016915921075e-01,0.000000000000000000e+00
8.089797590728654564e-01,2.891367680436842114e-01,1.037243763254181161e-01,1.096585075855754206e-25,6.696297900054205554e-01,0.000000000000000000e+00
8.015363899832732564e-01,2.891565011592094891e-01,1.001952035546327668e-01,1.118732300988289485e-25,6.571344519415761587e-01,0.000000000000000000e+00
7.939125187415885243e-01,2.891658056005880217e-01,9.676760272831838594e-02,6.556268586808456057e-26,6.447176145101302103e-01,0.000000000000000000e+00
7.861003020821850651e-01,2.891636345805774222e-01,9.344401522669090743e-02,1.878978648939994119e-26,6.323876349353145798e-01,0.000000000000000000e+00
7.780919428871044818e-01,2.891488340994530781e-01,9.022704209337720216e-02,2.577307104263293597e-26,6.201534043131254892e-01,0.000000000000000000e+00
7.698797771820818925e-01,2.891201329328437764e-01,8.711945779485695540e-02,1.805777705182255752e-25,6.080243413187629287e-01,0.000000000000000000e+00
7.614563740965918370e-01,2.890761325725985098e-01,8.412422505156545716e-02,1.884269388174556208e-25,5.960103736060086144e-01,0.000000000000000000e+00
7.528146484095308288e-01,2.890152975969359495e-01,8.124451078190939035e-02,1.553560828740258381e-25,5.841219044669155869e-01,0.000000000000000000e+00
7.439479845600567298e-01,2.889359471933546364e-01,7.848370313182635727e-02,7.652552503262990887e-26,5.723697624126824479e-01,0.000000000000000000e+00
7.348503700984994058e-01,2.888362489075564365e-01,7.584542941431751673e-02,1.371683179460361100e-25,5.607651316619128856e-01,0.000000000000000000e+00
7.255165355080902545e-01,2.887142161829292508e-01,7.333357449744631884e-02,9.645334885322209012e-26,5.493194621515949949e-01,0.000000000000000000e+00
7.159420961893805391e-01,2.885677119396828916e-01,7.095229866614846670e-02,5.510329984698036268e-26,5.380443586868829398e-01,0.000000000000000000e+00
7.061236912318810122e-01,2.883944613861714190e-01,6.870605311171443241e-02,6.989814622666445992e-26,5.269514502717219662e-01,0.000000000000000000e+00
6.960591124816494224e-01,2.881920785376725358e-01,6.659958978665012075e-02,7.759424896227642804e-26,5.160522425409426184e-01,0.000000000000000000e+00
6.857474164281174289e-01,2.879581126289142423e-01,6.463796015063025258e-02,1.180514924246592809e-25,5.053579585329651680e-01,0.000000000000000000e+00
6.751890106330779018e-01,2.876901228271617206e-01,6.282649400727095823e-02,1.342362735471516061e-26,4.948793757354575940e-01,0.000000000000000000e+00
6.643857058127651261e-01,2.873857924225465266e-01,6.117074482116904854e-02,1.578280692712269199e-26,4.846266702768728951e-01,0.000000000000000000e+00
6.533407241943981481e-01,2.870430969186809067e-01,5.967638124846030845e-02,1.921227677085358291e-26,4.746092821249101035e-01,0.000000000000000000e+00
6.420586542782433792e-01,2.866605438620054014e-01,5.834899589621251464e-02,3.594164512224474999e-27,4.648358179030891435e-01,0.000000000000000000e+00
6.305453415456301336e-01,2.862375050946358579e-01,5.719379174769555207e-02,1.352605031852203417e-25,4.553140100540224999e-01,0.000000000000000000e+00
6.188077040979222954e-01,2.857746629320238041e-01,5.621509536313735317e-02,1.317740373687763378e-25,4.460507520115856162e-01,0.000000000000000000e+00
6.068534624680881340e-01,2.852745880226332797e-01,5.541563666892462825e-02,8.624722987879485443e-26,4.370522280259757641e-01,0.000000000000000000e+00
5.946907759912386515e-01,2.847424544210996333e-01,5.479553338246795358e-02,2.911284870176982400e-26,4.283241522534317891e-01,0.000000000000000000e+00
5.823277883348549899e-01,2.841868713906804955e-01,5.435093318301668225e-02,8.662258924652557189e-26,4.198721232655638902e-01,0.000000000000000000e+00
5.697721088595143479e-01,2.836207657329467557e-01,5.407231220578351261e-02,2.838945417547250856e-26,4.117020854473042446e-01,0.000000000000000000e+00
5.570303028019371050e-01,2.830621787913598641e-01,5.394252067421428931e-02,1.477721693364307715e-24,4.038208655742020481e-01,0.000000000000000000e+00
5.441075374383181895e-01,2.825347506342814619e-01,5.393481919245908529e-02,5.284960462231503125e-26,3.962367183802791848e-01,1.000000000000000000e+00
5.310076271377649482e-01,2.820675655905634516e-01,5.401136148187317410e-02,3.767200048566394345e-24,3.889597664317443471e-01,0.000000000000000000e+00
5.177338110897217183e-01,2.816939663766400703e-01,5.412281514755978851e-02,2.509953540667621060e-29,3.820021591300891695e-01,0.000000000000000000e+00
5.042906577466638174e-01,2.814489769574604616e-01,5.420997388917526277e-02,3.868698477434512638e-28,3.753777270549006895e-01,1.000000000000000000e+00
4.906876421177067127e-01,2.813651962727437561e-01,5.420812940133640928e-02,3.925883570076491725e-27,3.691009675982709903e-01,0.000000000000000000e+00
4.769460961156099521e-01,2.814674619518143239e-01,5.405448235603910884e-02,5.309670942182604822e-26,3.631856819555199789e-01,0.000000000000000000e+00
4.633953532483635063e-01,2.817589796062106577e-01,5.370764241071587786e-02,2.555363721184822484e-26,3.577529557235305524e-01,0.000000000000000000e+00
4.537539204917164226e-01,2.820784875955245630e-01,5.332718189333127828e-02,9.417248345599521167e-27,3.541124820557987607e-01,0.000000000000000000e+00
4.470001410966348843e-01,2.823542651032903139e-01,5.299241670413288446e-02,5.697938416178658337e-26,3.516623789516664100e-01,0.000000000000000000e+00
4.344833097613365336e-01,2.829656711630180732e-01,5.223800743814874248e-02,4.461256058888304103e-24,3.472973564680333358e-01,0.000000000000000000e+00
4.265338465378928356e-01,2.833968154040632514e-01,5.174805999461599276e-02,6.717634220736764758e-25,3.446293253867603879e-01,0.000000000000000000e+00
4.223668435189309456e-01,2.835967687146238037e-01,5.162542457540012647e-02,1.934678356456911185e-25,3.433755838193987553e-01,1.000000000000000000e+00
4.197348540078177370e-01,2.836816298400302028e-01,5.168992371098739269e-02,5.538952728073582732e-26,3.428071126940369084e-01,0.000000000000000000e+00
4.177084883064833831e-01,2.837237136783177793e-01,5.179442902777716545e-02,5.711966676403376639e-26,3.425673220093846116e-01,0.000000000000000000e+00
4.158685757760313684e-01,2.837719649141857148e-01,5.182523467149634244e-02,2.419341314001043487e-26,3.424190914339863556e-01,1.000000000000000000e+00
4.139698192251933251e-01,2.838610954388255392e-01,5.170805237951951044e-02,2.665569622465811121e-26,3.421670219416148573e-01,0.000000000000000000e+00
4.124161393098997874e-01,2.839635621637863760e-01,5.151733944440385626e-02,2.285119206156409396e-27,3.418328665250145448e-01,0.000000000000000000e+00
4.110968649094811078e-01,2.840627409547100690e-01,5.132329366706403495e-02,7.415799741802515394e-28,3.414778427026350371e-01,0.000000000000000000e+00
4.071983448008615891e-01,2.843710094239097486e-01,5.074088038671289991e-02,3.467548836846665020e-24,3.402721989416207515e-01,0.000000000000000000e+00
3.998110754558533153e-01,2.849282070158937752e-01,4.980167336117229115e-02,7.439099684189379850e-24,3.380011278384960627e-01,0.000000000000000000e+00
3.876563929312054624e-01,2.857928832599370139e-01,4.845482785068100373e-02,7.662154372248474854e-25,3.346244387654200847e-01,0.000000000000000000e+00
3.737146968041728523e-01,2.867511652004686162e-01,4.696131120047524615e-02,1.386634847895813686e-26,3.311078936255115179e-01,0.000000000000000000e+00
3.593569482504508916e-01,2.876939719428610043e-01,4.544055661340688779e-02,9.383468030661348963e-24,3.277629525740889394e-01,0.000000000000000000e+00
3.448545034740859161e-01,2.885778242333032484e-01,4.394572331392698761e-02,0.000000000000000000e+00,3.246121703202427544e-01,0.000000000000000000e+00
3.302709067644254426e-01,2.893682411126783927e-01,4.252224604964820881e-02,0.000000000000000000e+00,3.216386310132364201e-01,0.000000000000000000e+00
3.156251047394201814e-01,2.900171576848551425e-01,4.122701197863670730e-02,9.114292739397713527e-28,3.188173159383719257e-01,0.000000000000000000e+00
3.012166690509646694e-01,2.904126920505846199e-01,4.018930798491646833e-02,6.989483576789840432e-28,3.161604007832502505e-01,0.000000000000000000e+00
2.908957845353134508e-01,2.903914587939241398e-01,3.974600318040730218e-02,2.067782305867725865e-23,3.142780901137028904e-01,1.000000000000000000e+00
2.835291082184046019e-01,2.900279210636906302e-01,3.977546310541955205e-02,1.426038000187286801e-26,3.128860374621820206e-01,0.000000000000000000e+00
2.685271119673277029e-01,2.858211520854110343e-01,4.338130871938773725e-02,4.363211473139545147e-26,3.091406821907533020e-01,0.000000000000000000e+00
2.623186877560648722e-01,2.765656606554119934e-01,5.299405084625552487e-02,7.820283674856236457e-27,3.053056309705485805e-01,0.000000000000000000e+00
2.603567103818041906e-01,2.670049951744367100e-01,6.371045261601181176e-02,8.822050824684035999e-28,3.019743551860408215e-01,0.000000000000000000e+00
2.596482239997365826e-01,2.576632289648560503e-01,7.480548463943532955e-02,1.322764254412379058e-25,2.988442529657934776e-01,0.000000000000000000e+00
2.595033750360328240e-01,2.506665310568206295e-01,8.351685153756485680e-02,7.809967790411149074e-26,2.965207775010200719e-01,0.000000000000000000e+00
2.595309102454696482e-01,2.457675506958037215e-01,8.982817538885905229e-02,2.505618949020354535e-26,2.948941174215500283e-01,0.000000000000000000e+00
2.595998054915018560e-01,2.423190147597203969e-01,9.437944356198126050e-02,1.788458371618274754e-26,2.937468146697030935e-01,0.000000000000000000e+00
2.596694185837226110e-01,2.398818015252896785e-01,9.765181034693179440e-02,3.384898792418785896e-27,2.929341686779998732e-01,0.000000000000000000e+00
2.597280970367746300e-01,2.381542763447577205e-01,1.000000000000000056e-01,1.338057809697558266e-17,2.923570214800639833e-01,0.000000000000000000e+00
2.597933752976210875e-01,2.364379146687205224e-01,1.023570946814642418e-01,1.199487069471618237e-26,2.917825241513012924e-01,0.000000000000000000e+00
2.598944770610946975e-01,2.340538612662128315e-01,1.056718757337204162e-01,3.890732675467281253e-26,2.909824976148951969e-01,0.000000000000000000e+00
2.600516630020103248e-01,2.307534839458830200e-01,1.103414483814874752e-01,1.889831094195625663e-26,2.898703712322132642e-01,0.000000000000000000e+00
2.602925867984769992e-01,2.262074529632184805e-01,1.169352108787217598e-01,9.272065754955629108e-26,2.883274959880659516e-01,0.000000000000000000e+00
2.606356490142601734e-01,2.199962679294195922e-01,1.262786325218451522e-01,1.288514709956656240e-24,2.861895668518328884e-01,0.000000000000000000e+00
2.608545057568757430e-01,2.122461716921864860e-01,1.386685880505409696e-01,4.298901897431019147e-25,2.834037495703977672e-01,0.000000000000000000e+00
2.607792408011231911e-01,2.113314754552065022e-01,1.402451470001798983e-01,9.888734209210990783e-25,2.830409121360858982e-01,0.000000000000000000e+00
2.606335358506581823e-01,2.107260086390203568e-01,1.413579270050620562e-01,3.647409011440520759e-27,2.827722382572327442e-01,0.000000000000000000e+00
2.605005800258423654e-01,2.105481406748061224e-01,1.417446551380190101e-01,2.784325094112860357e-26,2.826670615865379821e-01,0.000000000000000000e+00
2.603844092653326281e-01,2.105269521445320147e-01,1.418558789434946621e-01,5.046275882650720147e-26,2.826254865482003553e-01,1.000000000000000000e+00
2.601242950891662908e-01,2.107297789279224398e-01,1.416806904715826876e-01,1.252631800394750383e-23,2.826264679193856155e-01,0.000000000000000000e+00
2.599974203212377377e-01,2.109090604371882394e-01,1.414588962948220285e-01,3.778312556319561134e-25,2.826571996804203013e-01,0.000000000000000000e+00
2.598528724346064744e-01,2.111572277872574288e-01,1.411318062792344674e-01,2.359310637109043562e-25,2.827087625368418511e-01,0.000000000000000000e+00
2.596803551767269957e-01,2.115011186105191510e-01,1.406608649113468279e-01,3.697504972884812452e-26,2.827882838210881711e-01,0.000000000000000000e+00
2.594684942411176753e-01,2.119785167037931406e-01,1.399900502639157274e-01,4.475331473209908829e-26,2.829066918722865087e-01,0.000000000000000000e+00
2.592029944193744440e-01,2.126425060561126235e-01,1.390401544217603758e-01,1.963177410236965452e-25,2.830798039546373324e-01,0.000000000000000000e+00
2.588649553972799389e-01,2.135677946665794080e-01,1.377001189598690833e-01,8.981243282374377437e-26,2.833301779697637302e-01,0.000000000000000000e+00
2.584287634401399303e-01,2.148598588516684726e-01,1.358148672831780146e-01,1.304882719211156448e-25,2.836898532486122892e-01,0.000000000000000000e+00
2.578591487594801834e-01,2.166682740351493497e-01,1.331685842511170226e-01,1.194989917190552400e-25,2.842043240237742685e-01,0.000000000000000000e+00
2.571068416882442698e-01,2.192064000695904402e-01,1.294620910197055996e-01,1.277423617561120742e-25,2.849382996189570583e-01,0.000000000000000000e+00
2.561017544533248924e-01,2.227809192256044457e-01,1.242828333032065524e-01,2.492440741706404783e-25,2.859840874584668180e-01,0.000000000000000000e+00
2.547411283998977649e-01,2.278369553638028011e-01,1.170663371573133632e-01,3.878956544536214764e-25,2.874737840320603088e-01,0.000000000000000000e+00
2.528648778895984939e-01,2.350280935904245916e-01,1.070496071916428871e-01,4.100903407863551383e-26,2.895965749194620020e-01,0.000000000000000000e+00
2.506262132755606165e-01,2.436551395183206015e-01,9.542410656260005841e-02,4.024565287807758169e-25,2.921320642906602982e-01,0.000000000000000000e+00
2.482562335607689241e-01,2.524667656260604076e-01,8.397637144955764910e-02,8.828988970236695541e-25,2.946930626567292877e-01,0.000000000000000000e+00
2.455990717189555916e-01,2.614442327239944741e-01,7.272682219022642836e-02,7.257431175053232254e-25,2.972511241598891352e-01,0.000000000000000000e+00
2.423274974530758574e-01,2.705341140217430995e-01,6.171730697065869881e-02,1.150111419693053087e-27,2.997460803598491208e-01,0.000000000000000000e+00
2.375546315973801892e-01,2.795453614932599251e-01,5.110496848098004807e-02,2.713674849877451226e-27,3.020033949127434725e-01,0.000000000000000000e+00
2.284691177779090143e-01,2.874495148675899059e-01,4.186514267948836937e-02,3.075730173944092323e-26,3.033443721783494196e-01,0.000000000000000000e+00
2.138954032649064974e-01,2.909750889141350938e-01,3.744924275560781307e-02,7.700826076347262182e-29,3.026491808229175295e-01,1.000000000000000000e+00
2.062482313734788908e-01,2.883846122119039790e-01,4.016597237712030144e-02,1.599002271313940977e-28,3.008989155046348785e-01,0.000000000000000000e+00
2.052152151150644088e-01,2.874199905353500561e-01,4.126240814206083574e-02,2.200781754548970757e-27,3.004600082675034090e-01,0.000000000000000000e+00
2.040510625212165197e-01,2.870133169667136719e-01,4.173201511850196249e-02,9.473116099140296423e-27,3.001840506986466206e-01,1.000000000000000000e+00
2.034594954606910033e-01,2.871986441427266668e-01,4.151939692064184756e-02,1.333376795482990030e-24,3.001716849075599103e-01,0.000000000000000000e+00
2.028214838802386288e-01,2.876159559082576700e-01,4.103736789989651662e-02,7.330485146442431764e-27,3.002300279080820644e-01,0.000000000000000000e+00
2.020599303786755896e-01,2.882717276613019353e-01,4.027746898640039569e-02,7.346634994398550208e-28,3.003524022199134391e-01,0.000000000000000000e+00
2.010317477239485506e-01,2.892093870696583191e-01,3.918753553840543385e-02,6.437137483115411231e-26,3.005368957989007495e-01,0.000000000000000000e+00
1.994342857183509232e-01,2.904512714899283865e-01,3.773526321257957700e-02,9.259300510507926322e-26,3.007575259984350269e-01,0.000000000000000000e+00
1.966000235680099850e-01,2.918244536514475462e-01,3.610041458556931260e-02,1.662764531719257046e-26,3.008862009057216569e-01,0.000000000000000000e+00
1.918890267288353157e-01,2.928550917723856117e-01,3.480652687998796180e-02,5.582036248806807995e-25,3.007055732892348621e-01,0.000000000000000000e+00
1.850457841426933203e-01,2.934334420466418458e-01,3.397853979886562847e-02,5.896316480572637680e-27,3.001680925161319125e-01,0.000000000000000000e+00
1.754064918191626521e-01,2.935471399087363209e-01,3.364085582251735707e-02,2.922297575498866667e-26,2.992264614359563257e-01,0.000000000000000000e+00
1.616472675505701839e-01,2.945239011590282674e-01,3.222830088088177863e-02,4.742934070338625841e-25,2.982504639594311668e-01,0.000000000000000000e+00
1.467007490561017535e-01,2.947185638395086738e-01,3.172753199795826096e-02,5.319549944570197322e-25,2.970338951001219585e-01,0.000000000000000000e+00
1.315661124185703579e-01,2.951926910930041670e-01,3.092666486298534592e-02,3.465295889976436778e-29,2.960266726704149920e-01,0.000000000000000000e+00
1.166060672380368618e-01,2.954228372831286809e-01,3.044162429053268865e-02,7.121692612122720638e-25,2.950832568108797127e-01,0.000000000000000000e+00
1.016362268905637439e-01,2.956036917041391932e-01,3.004202239154559612e-02,9.026668846798954349e-25,2.942505820857692633e-01,0.000000000000000000e+00
8.665837065523104843e-02,2.957490286853184380e-01,2.971101255794911591e-02,1.994760547427167136e-25,2.935317621565240453e-01,0.000000000000000000e+00
7.167393149105238948e-02,2.958649234790853289e-01,2.944094522597153624e-02,4.748375229865143012e-27,2.929274998598448421e-01,0.000000000000000000e+00
5.668419104008737969e-02,2.959551554740601498e-01,2.922695129169219919e-02,5.737464844834201526e-26,2.924379258861383168e-01,0.000000000000000000e+00
