omega_star,beta1_star,kappa_fixed,F_fixed,kappa_nl_fixed,abs_X3_seed,abs_X1_seed,cond_J_seed,A3_dop853,dop_periodicity_resid,sqrt_exponent_tightwindow,kappa_star_tightwindow,kappa_star_widewindow_biased,sqrt_exponent_fixed_tightwindow,sqrt_exponent_fixed_widewindow,max_abs_X3_saddlenode,kappa_fold_locus,omega_fold_locus,beta1_fold_locus,locus_npts,max_abs_X3_locus
2.597280970367746300e-01,2.381542763447577205e-01,1.000000000000000056e-01,2.999999999999999889e-01,-2.999999999999999889e-01,1.198937410715338523e-31,2.923570214800639833e-01,1.085039886905779713e+04,2.615390873096407728e-12,2.086338052703655442e-12,5.268264460822424944e-01,1.419123545834254374e-01,1.396418173831786014e-01,5.107791711272976487e-01,5.467996265805078471e-01,1.513057417672717027e-17,1.418558789434946621e-01,2.603844092653326281e-01,2.105269521445320147e-01,3.110000000000000000e+02,1.338057809697558266e-17
