force,omega,beta1,abs_X1,abs_X3
4.415346424479626442e-01,4.452005501046455982e-01,2.677519396829667331e-01,4.899776664108213553e-01,4.843894424994957495e-27
4.398090575150330750e-01,4.522546082854936311e-01,2.674171137155205158e-01,4.918017499486437294e-01,1.508072384672631683e-25
4.381818116743704805e-01,4.603901807683135061e-01,2.670948163964420030e-01,4.943342058342010681e-01,5.540856128285544654e-26
4.368888140830723965e-01,4.690539826539555923e-01,2.668295102187224210e-01,4.975947735356222590e-01,5.077213500759403180e-26
4.360130955333532121e-01,4.778564333269121889e-01,2.666469340048167047e-01,5.015134268667984507e-01,9.796928652895620199e-27
4.355346221875632806e-01,4.865958765172723188e-01,2.665570300614743537e-01,5.059892464464853523e-01,5.992033921669714785e-27
4.353878069091354774e-01,4.951863468044239713e-01,2.665609021417165714e-01,5.109192319621088663e-01,2.713096981563967285e-28
4.354930837282946499e-01,5.036040011716227394e-01,2.666554061577650070e-01,5.162100263607354300e-01,3.941970019047691712e-28
4.357711431488084375e-01,5.118569126660926782e-01,2.668356600614621432e-01,5.217814678616047308e-01,4.578325011493129793e-25
4.361483577084047103e-01,5.199685998959824307e-01,2.670963111248094157e-01,5.275661825334159172e-01,6.282729736963743640e-25
4.365580909717709512e-01,5.279690613735473770e-01,2.674321026192715278e-01,5.335075363020149730e-01,5.442469919202111226e-25
4.369402791339289105e-01,5.358899170750947016e-01,2.678380584894274885e-01,5.395571816626076878e-01,1.053036207303888352e-25
4.372404651151040600e-01,5.437617750737321343e-01,2.683094686902203763e-01,5.456727718020141227e-01,1.079306954694026287e-25
4.374088373928458617e-01,5.516127693161290146e-01,2.688417763123578941e-01,5.518160519092674132e-01,4.891489214398723190e-27
4.373995203174859125e-01,5.594676825517315155e-01,2.694304222593250642e-01,5.579513783869748389e-01,7.360749738443582420e-26
4.371702156907186221e-01,5.673473429792597056e-01,2.700706801277420466e-01,5.640446623644808088e-01,5.984130194340522685e-27
4.366822218181021231e-01,5.752681496081348822e-01,2.707575040686938106e-01,5.700627264632084357e-01,1.122807434034996882e-25
4.359008084059117216e-01,5.832416875074406537e-01,2.714854094622875524e-01,5.759730683273719398e-01,1.217802977703335840e-25
4.347958804270842248e-01,5.912744635281173000e-01,2.722484056212940429e-01,5.817440213223563639e-01,1.347435037651046543e-25
4.333428149874690161e-01,5.993678331472870324e-01,2.730399977527090960e-01,5.873452815976396568e-01,4.958528643092423170e-25
4.315233093117284979e-01,6.075181979218809980e-01,2.738532692642512978e-01,5.927487297825083656e-01,6.844499719383077752e-25
4.293260518966808825e-01,6.157175274317137070e-01,2.746810441179297624e-01,5.979294237492120967e-01,2.384565760364160106e-25
4.267470410021259042e-01,6.239542034206132515e-01,2.755161138676874288e-01,6.028665948706801725e-01,2.840122060463567090e-25
4.237894333582564177e-01,6.322141132224886606e-01,2.763514995523915219e-01,6.075444661538887958e-01,1.614517372672520238e-25
4.204629005456660407e-01,6.404818598768584614e-01,2.771807101343163326e-01,6.119527405190325897e-01,4.706058718167155965e-25
4.167825722377669906e-01,6.487419310369106906e-01,2.779979603427552015e-01,6.160866772141803116e-01,1.858173083815725522e-25
4.127677208767809303e-01,6.569796868100523657e-01,2.787983213245044944e-01,6.199467616634888323e-01,4.593853459820058873e-26
4.084403701032292000e-01,6.651820781266495342e-01,2.795777932864665360e-01,6.235380498335343358e-01,8.220479981585022650e-26
4.038239893038097494e-01,6.733380702784932392e-01,2.803333047121098209e-01,6.268693113258468896e-01,8.843466458405663581e-26
3.989423860989475545e-01,6.814387995994255487e-01,2.810626534465633375e-01,6.299521009560220541e-01,2.880404402629358688e-25
3.938188499423374012e-01,6.894775231272269878e-01,2.817644094728459225e-01,6.327998657870594901e-01,1.942779733267872798e-25
3.884755505423562738e-01,6.974494307492512535e-01,2.824377985029267180e-01,6.354271585789563748e-01,1.062156631629150985e-25
3.829331624097271347e-01,7.053513830052627887e-01,2.830825817017920132e-01,6.378489926485334527e-01,4.185220470164314281e-26
3.772106714057757992e-01,7.131816233878360833e-01,2.836989420221044944e-01,6.400803449180885174e-01,5.459273263269915348e-26
3.713253164124917793e-01,7.209394980334067338e-01,2.842873831474393431e-01,6.421357957653663906e-01,4.506742862226124698e-26
3.652926239937278052e-01,7.286252018467642699e-01,2.848486435794040372e-01,6.440292850641600175e-01,9.915767301158065292e-26
3.591265019232632305e-01,7.362395597615065679e-01,2.853836260745051812e-01,6.457739610207673397e-01,7.531974290563074741e-26
3.528393659649440295e-01,7.437838449927206552e-01,2.858933412745119362e-01,6.473820995272392409e-01,5.490965845238145340e-26
3.464422818580362162e-01,7.512596321206872485e-01,2.863788637204209842e-01,6.488650747913915495e-01,8.077735734530578375e-27
3.399451105399969308e-01,7.586686808400773252e-01,2.868412982467245520e-01,6.502333656591451350e-01,1.473201893850493246e-26
3.333566492002356108e-01,7.660128454994101777e-01,2.872817548272268984e-01,6.514965855841633458e-01,3.821421182451381932e-27
3.266847640056186330e-01,7.732940055973427373e-01,2.877013301506424203e-01,6.526635272694800705e-01,1.999547523002240161e-27
3.199365125549314959e-01,7.805140128273984068e-01,2.881010944613517366e-01,6.537422155048741024e-01,4.064814022836235968e-27
3.131182555721596095e-01,7.876746508387055812e-01,2.884820824581404430e-01,6.547399636631104913e-01,1.634808073637967952e-26
3.062357582660254485e-01,7.947776044739758294e-01,2.888452872786920755e-01,6.556634307781720183e-01,5.248344177828572450e-27
2.992942823398935248e-01,8.018244357865689231e-01,2.891916567995254095e-01,6.565186771973310353e-01,3.851951667923512468e-27
2.922986699612291073e-01,8.088165645940137427e-01,2.895220916479113726e-01,6.573112175621803610e-01,3.467713097691951271e-27
2.852534211875950021e-01,8.157552516863186831e-01,2.898374444577720421e-01,6.580460704109319936e-01,1.010204982089681372e-27
2.781627664600198613e-01,8.226415830738426083e-01,2.901385200082580718e-01,6.587278040599801043e-01,6.506087515356176996e-27
2.710307358616398377e-01,8.294764538374275187e-01,2.904260759672738224e-01,6.593605786676937086e-01,1.305156123119746357e-26
2.638612269316015779e-01,8.362605502391532442e-01,2.907008240266092391e-01,6.599481845412482617e-01,3.605076248417331615e-27
2.566580729449102760e-01,8.429943287711366695e-01,2.909634312643297749e-01,6.604940768442524313e-01,1.122198080612480801e-26
2.494251137355220638e-01,8.496779907665792386e-01,2.912145216067503761e-01,6.610014069174342533e-01,6.330031138914863584e-27
2.421662713656771715e-01,8.563114510753788711e-01,2.914546772897173010e-01,6.614730504517063459e-01,8.705874113359721179e-27
2.348856332364950283e-01,8.628942991197600110e-01,2.916844402385386781e-01,6.619116327603560279e-01,5.243471915169782052e-27
2.275875455941719361e-01,8.694257504009308413e-01,2.919043133001641976e-01,6.623195513936764867e-01,6.372357164904987756e-27
2.202767208000825094e-01,8.759045862408816330e-01,2.921147612714432573e-01,6.626989963293615782e-01,8.425485378971300261e-27
2.129583621665833149e-01,8.823290792453282183e-01,2.923162116751619743e-01,6.630519679594248927e-01,1.127891611668173252e-26
2.056383105386378751e-01,8.886969017248036451e-01,2.925090552433379787e-01,6.633802930835425160e-01,4.600685109681953096e-26
1.983232169829262370e-01,8.950050142200592918e-01,2.926936460771577542e-01,6.636856391119149157e-01,1.856517457713309948e-27
1.910207456832058448e-01,9.012495315329218659e-01,2.928703014691951267e-01,6.639695266832327247e-01,1.296554740586918196e-26
1.837398100238330223e-01,9.074255645697684169e-01,2.930393014009666786e-01,6.642333409184948412e-01,1.851913360473513012e-26
1.764908422376198216e-01,9.135270383305169606e-01,2.932008877752190767e-01,6.644783415658677139e-01,2.211128142005386462e-26
1.692860919860457170e-01,9.195464901874276231e-01,2.933552635169367484e-01,6.647056723509895404e-01,7.576899348659556962e-26
1.621399406535400656e-01,9.254748590384068718e-01,2.935025917897811643e-01,6.649163699341722467e-01,6.296756036579688413e-26
1.550692047375621940e-01,9.313012858487489387e-01,2.936429957332365448e-01,6.651113729892450532e-01,1.566683400615368639e-25
1.480933827877888853e-01,9.370129599457793779e-01,2.937765593262838815e-01,6.652915320412490230e-01,1.981332622930365178e-25
1.412347768857188934e-01,9.425950623208491086e-01,2.939033301955104593e-01,6.654576207862584747e-01,1.763071121837781854e-25
1.345183962231895070e-01,9.480308735711880930e-01,2.940233253368985111e-01,6.656103495886404042e-01,2.080986834769657960e-25
1.279715370103237104e-01,9.533021223932420796e-01,2.941365406801685345e-01,6.657503815916392398e-01,6.587874449789629531e-25
1.216229454937669957e-01,9.583896391194661746e-01,2.942429650240851458e-01,6.658783512739271382e-01,1.792241766530389710e-24
1.155015260619936257e-01,9.632743357519625294e-01,2.943425979831514328e-01,6.659948843175436117e-01,3.238910283992602822e-25
1.096346602438925122e-01,9.679384558732402333e-01,2.944354702677702829e-01,6.661006165118641409e-01,4.903842233833986913e-24
1.040463350385068403e-01,9.723669406725277131e-01,2.945216632508809718e-01,6.661962085675490197e-01,2.738599139372170968e-24
9.875538970312677800e-02,9.765486794569767648e-01,2.946013240154937707e-01,6.662823537417545960e-01,2.939396124352900422e-24
9.377421694318557877e-02,9.804773995952975607e-01,2.946746725374592146e-01,6.663597764136736101e-01,3.834429312899443812e-24
8.910816527839923729e-02,9.841520233076255231e-01,2.947419994120638598e-01,6.664292219066973999e-01,2.005732658759794203e-24
8.475571272588304506e-02,9.875764530954161957e-01,2.948036549219230640e-01,6.664914400435890673e-01,4.107990911937087894e-24
8.070929467748978736e-02,9.907588854597306760e-01,2.948600322308279620e-01,6.665471661906976486e-01,1.299454878536885330e-24
7.695654656750884615e-02,9.937108386303239449e-01,2.949115483249605263e-01,6.665971034848906518e-01,5.742274443261614231e-25
7.348169527367644227e-02,9.964460939376598159e-01,2.949586259438218838e-01,6.666419088385830971e-01,2.724843649847996167e-25
7.026688289978365309e-02,9.989797087681311361e-01,2.950016786319746842e-01,6.666821838564372937e-01,7.692430908687709882e-25
6.729328992494622297e-02,1.001327194554191946e+00,2.950410998056802736e-01,6.667184705580216919e-01,6.640927030210346478e-25
6.454200432381895780e-02,1.003503893580588446e+00,2.950772557717032396e-01,6.667512510539026493e-01,6.985905286020931349e-25
6.199464009475393056e-02,1.005524546960970156e+00,2.951104820867469503e-01,6.667809500510055720e-01,3.431378598331270852e-25
5.963373986509086511e-02,1.007403024268673120e+00,2.951410824471033534e-01,6.668079391138540535e-01,7.564204475940742133e-26
5.744300759738932977e-02,1.009152178206597306e+00,2.951693293224000869e-01,6.668325418147039718e-01,2.070359667901201365e-25
5.540741660619896009e-02,1.010783789389757326e+00,2.951954656794372189e-01,6.668550391506037345e-01,1.854067800845465465e-25
5.351323145102500345e-02,1.012308572017153185e+00,2.952197073030837782e-01,6.668756748244496491e-01,5.071673754117199566e-26
5.174797388999632930e-02,1.013736217922520222e+00,2.952422453697678972e-01,6.668946601571560384e-01,5.545875233969756667e-26
5.010035513153514308e-02,1.015075462672724971e+00,2.952632490486963301e-01,6.669121785176720385e-01,9.733050299233668966e-26
4.856019000340765224e-02,1.016334162431391963e+00,2.952828679945384560e-01,6.669283892354163079e-01,1.116647917011181160e-25
4.711830355376547819e-02,1.017519374141582444e+00,2.953012346568815727e-01,6.669434310063606652e-01,7.063400381027439974e-27
4.576643685971019254e-02,1.018637434352898552e+00,2.953184663726602932e-01,6.669574248295532248e-01,3.819721753385410186e-26
4.449715618415757412e-02,1.019694033944291034e+00,2.953346672332716194e-01,6.669704765223541942e-01,3.394313832297723064e-26
4.330376782396008067e-02,1.020694287287879920e+00,2.953499297333844753e-01,6.669826788660215833e-01,3.247179701520124749e-26
4.218023980179799737e-02,1.021642795240241153e+00,2.953643362166143982e-01,6.669941134316079712e-01,3.671747733165061926e-26
4.112113079103697777e-02,1.022543701874219169e+00,2.953779601370872254e-01,6.670048521321373380e-01,2.452111716126220401e-27
4.012152619232180195e-02,1.023400745178009830e+00,2.953908671570790734e-01,6.670149585420327432e-01,1.430844873941985649e-26
3.917698100668430550e-02,1.024217302121210649e+00,2.954031161003968231e-01,6.670244890194162446e-01,8.810401588833372268e-26
3.828346900484035781e-02,1.024996428569775908e+00,2.954147597797837088e-01,6.670334936618143029e-01,6.292063449758011693e-27
3.743733762976958479e-02,1.025740894557279015e+00,2.954258457150780171e-01,6.670420171214193061e-01,2.661510738544852747e-26
3.663526805829152994e-02,1.026453215411170072e+00,2.954364167568013788e-01,6.670500993017853819e-01,9.436747405417044335e-26
3.587423986640801005e-02,1.027135679204691066e+00,2.954465116281921877e-01,6.670577759545255336e-01,1.628338921987822664e-26
3.515149977906292106e-02,1.027790370967237576e+00,2.954561653969230428e-01,6.670650791915126998e-01,1.012795950686866470e-26
3.446453402898511792e-02,1.028419194044258189e+00,2.954654098862183331e-01,6.670720379255716814e-01,1.552112598860326727e-26
3.381104389599490917e-02,1.029023888955840516e+00,2.954742740338482387e-01,6.670786782506986645e-01,2.631334670092272391e-26
3.318892404425245746e-02,1.029606050063049061e+00,2.954827842060197551e-01,6.670850237707384167e-01,2.084073875249788385e-26
3.259624331860493801e-02,1.030167140313986707e+00,2.954909644724965090e-01,6.670910958843992988e-01,2.335207606793889453e-26
3.203122770139602699e-02,1.030708504307890516e+00,2.954988368481215599e-01,6.670969140329287006e-01,1.439801061390611932e-26
3.149224516751468472e-02,1.031231379885506172e+00,2.955064215052828902e-01,6.671024959158953216e-01,6.345248357221543301e-27
3.097779220798830765e-02,1.031736908427370869e+00,2.955137369611989251e-01,6.671078576796538595e-01,2.549633266451472129e-26
3.048648182122947956e-02,1.032226144018251857e+00,2.955208002433540315e-01,6.671130140823764432e-01,2.576702293060261947e-26
3.001703279639806807e-02,1.032700061615551279e+00,2.955276270358798696e-01,6.671179786388449218e-01,1.843248317994917337e-26
2.956826013554974056e-02,1.033159564341692205e+00,2.955342318093837073e-01,6.671227637478494010e-01,2.827556283654414641e-26
2.913906648062961416e-02,1.033605490005026661e+00,2.955406279362924882e-01,6.671273808045017351e-01,1.296874591316666885e-26
2.872843442826939625e-02,1.034038616940397226e+00,2.955468277935424104e-01,6.671318402994887986e-01,4.198811859512706803e-26
2.833541963004174852e-02,1.034459669248849023e+00,2.955528428541666641e-01,6.671361519069669566e-01,1.298394521750599530e-26
2.795914458861536306e-02,1.034869321505914819e+00,2.955586837691255853e-01,6.671403245625507905e-01,1.232645379174656450e-26
2.759879307135537987e-02,1.035268202999171328e+00,2.955643604405920333e-01,6.671443665327025929e-01,1.577127840544211695e-26
2.725360507257341275e-02,1.035656901548191344e+00,2.955698820876548338e-01,6.671482854765390380e-01,1.874954073341536790e-26
2.692287226402796663e-02,1.036035966953461784e+00,2.955752573053674892e-01,6.671520885010387980e-01,2.571729551495424139e-26
2.660593388057679032e-02,1.036405914115139826e+00,2.955804941178632461e-01,6.671557822103965085e-01,6.095654779776466217e-27
2.630217299425018432e-02,1.036767225857578856e+00,2.955856000263029637e-01,6.671593727503325466e-01,3.345898454981103186e-26
2.601101313554414832e-02,1.037120355491240931e+00,2.955905820520791094e-01,6.671628658477671836e-01,3.321904319266467550e-26
2.573191522558588434e-02,1.037465729139889881e+00,2.955954467759969173e-01,6.671662668466288304e-01,1.239295446422943465e-26
2.546437478703001203e-02,1.037803747857665826e+00,2.956002003737002726e-01,6.671695807400400691e-01,1.192821874238148744e-26
2.520791940524818447e-02,1.038134789557820792e+00,2.956048486478388693e-01,6.671728121993920624e-01,1.859986256339462305e-26
2.496210641460532703e-02,1.038459210772383789e+00,2.956093970573175356e-01,6.671759656006518435e-01,1.353389219034130232e-26
2.472652078744965592e-02,1.038777348259854794e+00,2.956138507438952900e-01,6.671790450481600576e-01,1.642429312242623230e-26
2.450077320593377350e-02,1.039089520476110806e+00,2.956182145564323904e-01,6.671820543962169170e-01,2.252489762141420222e-26
2.428449829897397563e-02,1.039396028922038751e+00,2.956224930730518841e-01,6.671849972687229346e-01,1.690544639230783982e-26
2.407735302857651888e-02,1.039697159379926239e+00,2.956266906213727563e-01,6.671878770770182099e-01,8.345641944751762517e-28
2.387901521146191738e-02,1.039993183049348513e+00,2.956308112970267854e-01,6.671906970361297651e-01,4.675654399124908632e-27
2.368918216341833749e-02,1.040284357592155429e+00,2.956348589806713778e-01,6.671934601796397635e-01,5.519847618326104024e-27
2.350756945513474833e-02,1.040570928095138070e+00,2.956388373535743797e-01,6.671961693732302301e-01,1.523680502935288390e-26
2.333390976944501455e-02,1.040853127958073943e+00,2.956427499119547719e-01,6.671988273270982317e-01,5.751900928962928383e-27
2.316795185095039261e-02,1.041131179714062549e+00,2.956465999801906053e-01,6.672014366073326652e-01,1.536583432678656538e-26
2.300945953991288123e-02,1.041405295788354168e+00,2.956503907229872108e-01,6.672039996463504652e-01,1.332279236314066325e-26
2.285821088313418070e-02,1.041675679201266025e+00,2.956541251566204287e-01,6.672065187524924834e-01,1.310048767795001727e-26
2.271399731526426227e-02,1.041942524220220267e+00,2.956578061593090889e-01,6.672089961188337748e-01,2.504135872273557823e-26
2.257662290464067939e-02,1.042206016965457449e+00,2.956614364808500817e-01,6.672114338313339665e-01,2.487673533210601640e-26
2.244590365833671469e-02,1.042466335973533775e+00,2.956650187515277861e-01,6.672138338763343723e-01,1.451595058683832941e-26
2.232166688162160600e-02,1.042723652722330918e+00,2.956685554903960012e-01,6.672161981474926673e-01,2.460908184339210402e-27
2.220375058750230848e-02,1.042978132120952139e+00,2.956720491129681272e-01,6.672185284521903181e-01,6.266994061047827588e-27
2.209200295243441553e-02,1.043229932967577600e+00,2.956755019383927596e-01,6.672208265174831565e-01,2.977385001492588894e-27
2.198628181466728837e-02,1.043479208378066847e+00,2.956789161961335122e-01,6.672230939956078632e-01,1.171033020805143427e-26
2.188645421202637525e-02,1.043726106187856884e+00,2.956822940322128557e-01,6.672253324691029830e-01,7.501448227040975045e-27
2.179239595624318099e-02,1.043970769329474635e+00,2.956856375150613836e-01,6.672275434555825502e-01,7.328690940419735250e-27
2.170399124121673989e-02,1.044213336187793217e+00,2.956889486409795542e-01,6.672297284121571082e-01,1.843259778404613818e-26
2.162113228284322231e-02,1.044453940934975122e+00,2.956922293392916234e-01,6.672318887395947140e-01,1.702936483828954858e-26
2.154371898827465645e-02,1.044692713846892662e+00,2.956954814771683981e-01,6.672340257861745227e-01,1.110429292900787508e-26
2.147165865267560217e-02,1.044929781602671470e+00,2.956987068641891425e-01,6.672361408513193259e-01,2.120217111643558152e-26
2.140486568173118748e-02,1.045165267568873402e+00,2.957019072566332007e-01,6.672382351889796226e-01,1.478323073259098342e-26
2.134326133833632996e-02,1.045399292069721708e+00,2.957050843615555702e-01,6.672403100108289520e-01,6.581012762676595213e-27
2.128677351204672982e-02,1.045631972644672336e+00,2.957082398406383206e-01,6.672423664892573880e-01,1.825349266077787910e-26
2.123533651002072059e-02,1.045863424294537491e+00,2.957113753138571610e-01,6.672444057601962797e-01,1.347626035792130037e-26
2.118889086831269447e-02,1.046093759717290350e+00,2.957144923629712041e-01,6.672464289257862280e-01,2.525100515554093155e-26
2.114738318249947610e-02,1.046323089534609174e+00,2.957175925348570211e-01,6.672484370568977363e-01,1.023795675062884951e-26
2.111076595673718262e-02,1.046551522510147603e+00,2.957206773446892645e-01,6.672504311955127498e-01,4.135006601242916448e-27
2.107899747045264421e-02,1.046779165760467478e+00,2.957237482790239791e-01,6.672524123570164889e-01,4.908003310082252609e-27
2.105204166196838339e-02,1.047006124959520168e+00,2.957268067987209315e-01,6.672543815323301875e-01,9.104195083769389624e-27
2.102986802846013720e-02,1.047232504537514153e+00,2.957298543418027115e-01,6.672563396899868771e-01,3.007076427699576986e-27
2.101245154172887153e-02,1.047458407874976016e+00,2.957328923262145248e-01,6.672582877781064736e-01,2.052496835928974219e-26
2.099977257935576810e-02,1.047683937492773332e+00,2.957359221524916704e-01,6.672602267262757181e-01,2.891122552268098582e-27
2.099181687088959650e-02,1.047909195238847069e+00,2.957389452063768354e-01,6.672621574473711625e-01,4.680327778642779943e-27
2.098857545879268677e-02,1.048134282472377166e+00,2.957419628613732199e-01,6.672640808393133227e-01,3.584223910688716522e-27
2.099004467394735216e-02,1.048359300246084924e+00,2.957449764812394855e-01,6.672659977867478887e-01,5.394019378783892802e-27
2.099622612560015505e-02,1.048584349487373668e+00,2.957479874224795413e-01,6.672679091627109482e-01,8.978667611291429239e-27
2.100712670569136048e-02,1.048809531178988230e+00,2.957509970367671048e-01,6.672698158302108329e-01,1.236588848515325265e-27
2.102275860759262108e-02,1.049034946539879387e+00,2.957540066733700401e-01,6.672717186437883141e-01,2.300950427892298851e-26
2.104313935934737367e-02,1.049260697206965132e+00,2.957570176815766394e-01,6.672736184510603685e-01,1.522054589174489460e-26
2.106829187158026570e-02,1.049486885418467574e+00,2.957600314130828245e-01,6.672755160941921115e-01,1.318117311496164849e-26
2.109824450032142529e-02,1.049713614199540013e+00,2.957630492244479603e-01,6.672774124114152494e-01,1.435105243527035645e-26
2.113303112506164164e-02,1.049940987550890714e+00,2.957660724795118101e-01,6.672793082384649299e-01,8.711994139203049169e-27
2.117269124244034254e-02,1.050169110641145487e+00,2.957691025518686123e-01,6.672812044100450146e-01,1.215342061132929831e-26
2.121727007604637394e-02,1.050398090003704876e+00,2.957721408273690233e-01,6.672831017612717019e-01,1.122329029261889432e-26
2.126681870290155971e-02,1.050628033738889799e+00,2.957751887066860652e-01,6.672850011291417971e-01,5.392337287818849014e-27
2.132139419728399515e-02,1.050859051722196069e+00,2.957782476078951173e-01,6.672869033539585715e-01,1.071756609708667205e-26
2.138105979265163617e-02,1.051091255819529335e+00,2.957813189691814171e-01,6.672888092808327842e-01,1.529904354928434789e-26
2.144588506252190913e-02,1.051324760110327716e+00,2.957844042515741512e-01,6.672907197611458452e-01,2.184316472996736561e-26
2.151594612128041040e-02,1.051559681119541567e+00,2.957875049417940105e-01,6.672926356540612725e-01,1.961235846877372446e-26
2.159132584600690491e-02,1.051796138059499119e+00,2.957906225551875101e-01,6.672945578280479184e-01,6.788224198720706228e-27
2.167211412053775613e-02,1.052034253082753557e+00,2.957937586388103002e-01,6.672964871624713634e-01,8.816175238886784280e-27
2.175840810311929427e-02,1.052274151547085035e+00,2.957969147745734273e-01,6.672984245491586641e-01,8.178776154944117671e-27
2.185031251916508960e-02,1.052515962293921969e+00,2.958000925826110850e-01,6.673003708940905554e-01,1.262817486858279857e-26
2.194793998078608394e-02,1.052759817941537612e+00,2.958032937247243588e-01,6.673023271190636763e-01,3.319653641793984097e-27
2.205141133495360645e-02,1.053005855194494744e+00,2.958065199080702756e-01,6.673042941634783620e-01,1.481151892536425801e-26
2.216085604234409659e-02,1.053254215170921881e+00,2.958097728889841904e-01,6.673062729861417575e-01,2.993315539962343706e-27
2.227641258914047143e-02,1.053505043749355385e+00,2.958130544770523063e-01,6.673082645671775115e-01,1.460920088294340503e-27
2.239822893429872785e-02,1.053758491937018205e+00,2.958163665393866437e-01,6.673102699099897617e-01,1.197171606733437063e-26
2.252646299505919880e-02,1.054014716261588491e+00,2.958197110051668521e-01,6.673122900433302584e-01,7.487755974913692093e-27
2.266128317377232027e-02,1.054273879188690310e+00,2.958230898704723444e-01,6.673143260234757346e-01,1.137538721955011453e-26
2.280286892943246199e-02,1.054536149567556036e+00,2.958265052033723364e-01,6.673163789364663367e-01,2.496561431798320461e-26
2.295141139768099720e-02,1.054801703107544286e+00,2.958299591493993574e-01,6.673184499005140324e-01,6.236025038443432773e-27
2.310711406343240668e-02,1.055070722888456825e+00,2.958334539373521088e-01,6.673205400685034983e-01,1.024762974783716331e-26
2.327019349073376417e-02,1.055343399907898938e+00,2.958369918855224268e-01,6.673226506306585426e-01,4.609446286319483427e-27
2.344088011495769688e-02,1.055619933669250221e+00,2.958405754083192063e-01,6.673247828173228813e-01,1.525217110579246703e-26
2.361941910299714814e-02,1.055900532814188608e+00,2.958442070234185706e-01,6.673269379019542979e-01,1.835926306453994140e-26
2.380607128774290746e-02,1.056185415804115735e+00,2.958478893593829429e-01,6.673291172042474795e-01,7.800887802754289844e-27
2.400111418383589490e-02,1.056474811655308654e+00,2.958516251639185524e-01,6.673313220935163104e-01,2.920445117965972297e-27
2.420484309246039717e-02,1.056768960733128981e+00,2.958554173126816678e-01,6.673335539922096160e-01,2.899788311116539740e-26
2.441757230383741900e-02,1.057068115611221160e+00,2.958592688188492748e-01,6.673358143797354369e-01,2.921124193753179526e-27
2.463963640706233818e-02,1.057372542002285254e+00,2.958631828433977984e-01,6.673381047964845880e-01,1.840112713344799036e-27
2.487139171805704402e-02,1.057682519767755736e+00,2.958671627062328113e-01,6.673404268481494261e-01,6.731786482243956371e-27
2.511321783767050259e-02,1.057998344014559500e+00,2.958712118982389505e-01,6.673427822103402685e-01,1.635116309514032655e-27
2.536551935338860614e-02,1.058320326288076929e+00,2.958753340943282018e-01,6.673451726335188905e-01,7.020379478872704180e-27
2.562872769973936760e-02,1.058648795871505177e+00,2.958795331675946327e-01,6.673475999482713084e-01,6.586202971582007862e-27
2.590330319431312367e-02,1.058984101203042760e+00,2.958838132047182379e-01,6.673500660709918986e-01,1.294343828340986007e-26
2.618973726840288785e-02,1.059326611423694553e+00,2.958881785226923911e-01,6.673525730099419961e-01,7.784505275681913800e-27
2.648855491364598622e-02,1.059676718070074353e+00,2.958926336870723595e-01,6.673551228717885531e-01,2.108301616216181117e-26
2.680031736874594755e-02,1.060034836928357871e+00,2.958971835318712773e-01,6.673577178686157518e-01,2.231853098058035894e-27
2.712562507344081983e-02,1.060401410067590033e+00,2.959018331812821034e-01,6.673603603254570915e-01,6.835410035157576049e-27
2.746512092040157005e-02,1.060776908072858626e+00,2.959065880734461085e-01,6.673630526884125613e-01,6.739180415098653643e-27
2.781949383977013607e-02,1.061161832501505309e+00,2.959114539864747817e-01,6.673657975333781023e-01,7.462745520694239831e-27
2.818948275566370357e-02,1.061556718588572368e+00,2.959164370669755129e-01,6.673685975754402033e-01,8.523253515835573041e-27
2.857588095925286606e-02,1.061962138231156594e+00,2.959215438613916338e-01,6.673714556790151242e-01,9.486197574831827198e-27
2.897954094909903355e-02,1.062378703285307591e+00,2.959267813504388167e-01,6.673743748687547273e-01,1.283504723122317192e-26
2.940137979641060592e-02,1.062807069213672850e+00,2.959321569870080881e-01,6.673773583412920818e-01,2.407235032144741614e-26
2.984238510091057062e-02,1.063247939127316410e+00,2.959376787379543461e-01,6.673804094779048901e-01,1.547648635976369466e-26
3.030362161225028453e-02,1.063702068271146661e+00,2.959433551302209087e-01,6.673835318581542442e-01,2.497576726826744563e-26
3.078623860255991218e-02,1.064170269009286685e+00,2.959491953017985844e-01,6.673867292745525592e-01,4.767610434723076807e-27
3.129147808800899350e-02,1.064653416374646389e+00,2.959552090580972461e-01,6.673900057483234116e-01,1.116796434893150155e-26
3.182068401141266434e-02,1.065152454256072634e+00,2.959614069344360110e-01,6.673933655463645254e-01,5.511686752685064935e-27
3.237531251424419915e-02,1.065668402306901852e+00,2.959678002653047812e-01,6.673968131993884834e-01,1.493044770502673778e-26
3.295694344522975133e-02,1.066202363670738062e+00,2.959744012612991471e-01,6.674003535213542948e-01,1.689192733679347142e-26
3.356729327434340021e-02,1.066755533634016428e+00,2.959812230946373690e-01,6.674039916301913733e-01,1.769669086732007664e-26
3.420822960588612571e-02,1.067329209330581063e+00,2.959882799942832321e-01,6.674077329697949423e-01,1.388182713337715600e-26
3.488178751279989026e-02,1.067924800641351091e+00,2.959955873519115599e-01,6.674115833333175152e-01,1.729498488982835114e-27
3.559018794683661835e-02,1.068543842452308601e+00,2.960031618399538433e-01,6.674155488875949116e-01,1.740265667788231960e-26
3.633585851600466821e-02,1.069188008456696926e+00,2.960110215432372738e-01,6.674196361986149961e-01,1.621824270506850069e-26
3.712145696208999507e-02,1.069859126712467079e+00,2.960191861057658302e-01,6.674238522577137234e-01,2.611373485066755481e-26
